店铺名称,用户名,评论
众里寻她·千百度自助烤肉（温江店）,匿名用户,吃一次想二次
众里寻她·千百度自助烤肉（温江店）,RNj767944901,只有鸡肉鸭肉合成肉，菜品少，还都不是啥子好菜，饮料少，可能吃了就要拉肚子，真心不推荐
众里寻她·千百度自助烤肉（温江店）,匿名用户,店里菜品还是挺多的，比较实惠，还有红酒免费的还是比较好的。晚上去还有铁板牛排。服务真的很不错很热情，你如果说是那种一对一的服务那就只有去五星的酒店了。自助餐服务员随叫随到挺好的。素菜也是特别新鲜。
众里寻她·千百度自助烤肉（温江店）,TQp151824301,一般
众里寻她·千百度自助烤肉（温江店）,匿名用户,带上家人去吃的，一个吃完走在路上没5分钟，胃里反胃吐了。一个回家过敏了。请问菜品是有多不新鲜！！！食品一点不安全，饮料也不行！！！一锤子买卖！！！！
众里寻她·千百度自助烤肉（温江店）,LtA184617513,没办法形容，反正我是不会再去了
众里寻她·千百度自助烤肉（温江店）,匿名用户,菜不新鲜，很多菜没得了。。。。。
众里寻她·千百度自助烤肉（温江店）,匿名用户,严重差评，我们到的时候是七点半，很多菜都没有了，说要先买单，要添菜，结果单买了就没上，只上了一次花甲和水果，服务员的态度超级差，问她啥，她都像没听到一样。重来没有评论过，这次真的是服了！
众里寻她·千百度自助烤肉（温江店）,匿名用户,态度一般！菜一般！肉类全是哪种………
众里寻她·千百度自助烤肉（温江店）,fwC957892711,达到了平均水平。对得起这个价格。
众里寻她·千百度自助烤肉（温江店）,PiS905858470,味道一般般，吃多了有点腻人，肉质很一般
众里寻她·千百度自助烤肉（温江店）,匿名用户,服务员不管，我们不太会用那个烤肉机器，他们也没有人在旁边说帮忙弄，，没有垃圾桶，饮料种类少，8点过来，已经是剩菜了，环境还行，服务不行，基本没有，厕所很小，没人管厕所卫生，蹲坑旁边你们懂得，很恶心，我蹲下去都感觉恶心，，，，不管你们觉得我说的对不对，你们去过就知道了
众里寻她·千百度自助烤肉（温江店）,茉熙66610,位置很好找，人均消费不贵，菜品较丰富，蔬菜新鲜，服务很热情，海鲜～蔬菜～甜品样样有，麻辣牛肉沾干碟非常好吃，蘸料有3种，还有牛排，鲜毛肚，自配冰粉等，三个人吃的很饱～～～～～～～～～～～～～～～～～～
众里寻她·千百度自助烤肉（温江店）,阿黛黛尔,感觉还不错！品种还是多
众里寻她·千百度自助烤肉（温江店）,匿名用户,还是不错的选择，推荐咯！加油加油加油加油加油
众里寻她·千百度自助烤肉（温江店）,匿名用户,"还可以，今天一次再来这里，非常好吃
【环境】

【服务】
【等位】 #鸡尖# #鸡皮# #土豆# #四季豆# #生菜# #凉粉# #苦瓜蛋# #烤鱼# #肥牛肉#"
众里寻她·千百度自助烤肉（温江店）,飞哥很飞呀,已经是第N次去了。老板热心，菜品多。主要熟食我多，很不错的
众里寻她·千百度自助烤肉（温江店）,PMR272353910,还不错，吃了好多次了，价格便宜。。。。
众里寻她·千百度自助烤肉（温江店）,aEE980787864,刚走到楼梯口就听到别人不好吃，下次不会来了，，后头上去了，里面超级热，背都打湿了，而且四个冰柜就有两个冰柜是素菜，荤菜几乎没有空盘，虾有几个，。我也是醉了，后面就只有一直吃郡肝，蘸料只有一点，我还被蚊子咬掺了
众里寻她·千百度自助烤肉（温江店）,VOo657849524,说实话，我觉得不好吃，而且店铺是45，美团43.8，给服务员说在美团定的，服务员还不大高兴
众里寻她·千百度自助烤肉（温江店）,匿名用户,环境挺好，菜品丰富，酒水免费，烤肉味道很好，服务热情
众里寻她·千百度自助烤肉（温江店）,fft188230369,位置很好找 但是生意太好了叭 每次都只能坐外面
众里寻她·千百度自助烤肉（温江店）,匿名用户,还可以，值得来，菜品比较多，我们两人吃的
众里寻她·千百度自助烤肉（温江店）,匿名用户,上面写的1.2-1.4 米孩子是30元，去吃孩子1.36收了35元，收银员说就是这么多 ，服务态度不好
众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品太少了，一些海鲜一点都不新鲜，闻着很大一股味道，感觉都要坏了，
众里寻她·千百度自助烤肉（温江店）,我的笑容～,，，，，，，值得推荐，很好吃，菜品也多
众里寻她·千百度自助烤肉（温江店）,鹏哥稀饭艳姐,【口味】很不错哦 【环境】夏天空调吹着好爽哦 【服务】服务很周到哈 【等位】早点去无需等位哦
众里寻她·千百度自助烤肉（温江店）,Mcc660118444,很喜欢
众里寻她·千百度自助烤肉（温江店）,小笙不才m,菜品挺丰富 比同价的咬要好得多建议去尝尝哦
众里寻她·千百度自助烤肉（温江店）,GAI氏家族,老样子，味道不错，很喜欢 #五花肉# #肥牛肉# #培根# #西瓜# #鸡尖# #郡肝# #水果沙拉# #布丁奶茶# #鸡皮#
众里寻她·千百度自助烤肉（温江店）,懒喵988,恕我直言，生蚝和扇贝都是坏的，腥味儿很重。水的品种是真的少，不过阿姨的服务态度还是挺好的。
众里寻她·千百度自助烤肉（温江店）,Yyc887316667,很棒，真的特别棒，今天过生日老板还送了酒，非常感谢东西也很棒，值得推荐，五星好评
众里寻她·千百度自助烤肉（温江店）,EXU327041576,菜的味道不好，上菜速度慢，菜量少
众里寻她·千百度自助烤肉（温江店）,GAI氏家族, #布丁奶茶# #鸡尖# #肥牛肉#
众里寻她·千百度自助烤肉（温江店）,gSj832074729,服务很好，菜品种类多，新鲜，值得推荐
众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品有点少，其他还好，饮料多，服务热情
众里寻她·千百度自助烤肉（温江店）,安乐535,菜品一般。性比价不高，基围虾很小一个，花甲，龙虾味道一般而已，菜品也不是很丰富
众里寻她·千百度自助烤肉（温江店）,r注定孤独终老,从来没见过这种商家，我八点五十到，他说啥都有，我看确实还有菜品，结果九点就开始下班的下班，菜全部收拾完了，我直接找不到吃的，你那么想关门你就不要开门嘛，直接关门大吉嘛，九点  而且还有五六桌人吃饭，菜都收完我吃你妈卖批
众里寻她·千百度自助烤肉（温江店）,宋蛋蛋12345,晚上去吃的 ，第二天早上起来 肚子就疼。😁
